"minlon" "maxlon" "minlat" "maxlat" "mindepth" "maxdepth" "minmag" "maxmag" "rate" "mask"
-120.5 -120.4 33.5 33.6 0 30 3.05 3.15 0.00533015235438323 1
-120.5 -120.4 33.6 33.7 0 30 3.05 3.15 0.00566195745151535 1
-120.5 -120.4 33.7 33.8 0 30 3.05 3.15 0.00599385456740092 1
-120.5 -120.4 33.8 33.9 0 30 3.05 3.15 0.00615008266012355 1
-120.5 -120.4 33.9 34 0 30 3.05 3.15 0.00614995219018423 1
-120.5 -120.4 34 34.1 0 30 3.05 3.15 0.00597429140640353 1
-120.5 -120.4 34.1 34.2 0 30 3.05 3.15 0.00579864087083023 1
-120.5 -120.4 34.2 34.3 0 30 3.05 3.15 0.00495912202792043 1
-120.5 -120.4 34.3 34.4 0 30 3.05 3.15 0.00347520731556065 1
-120.5 -120.4 34.4 34.5 0 30 3.05 3.15 0.00214761341407023 1
-120.5 -120.4 34.5 34.6 0 30 3.05 3.15 0.00478333720332341 1
-120.5 -120.4 34.6 34.7 0 30 3.05 3.15 0.00296763294374878 1
-120.5 -120.4 34.7 34.8 0 30 3.05 3.15 0.000985966891813274 1
